date, pm25, pm10, o3, no2, so2, co
2019/3/8, 84, , 38, , 6, 9
2019/3/9, 63, , 30, , 4, 6
2019/3/10, 49, , 25, , 3, 5
2019/3/11, 35, , 24, , 4, 7
2019/3/12, 50, , 24, , 5, 9
2019/3/13, 68, , 19, , 7, 12
2019/3/14, 85, , 32, , 5, 10
2019/3/15, 71, , 31, , 4, 9
2019/3/16, 61, , 34, , 5, 12
2019/3/17, 56, , 33, , 4, 13
2019/3/18, 60, , 35, , 3, 11
2019/3/19, 65, , 21, , 3, 8
2019/3/20, 59, , 24, , 6, 16
2019/3/21, 78, , 28, , 3, 10
2019/3/22, 59, , 26, , 6, 11
2019/3/23, 62, , 35, , 9, 17
2019/3/24, 86, , 36, , 6, 17
2019/3/25, 83, , 38, , 7, 11
2019/3/26, 94, , 23, , 2, 6
2019/3/27, 78, , 37, , 4, 10
2019/3/28, 78, , 34, , 3, 11
2019/3/29, 61, , 19, , 4, 13
2019/3/30, 79, , 23, , 8, 20
2019/3/31, 82, , 33, , 4, 14
2019/4/1, 55, , 6, , 3, 13
2018/10/2, 86, , 35, , 11, 7
2018/10/3, 99, , 36, , 11, 8
2018/10/4, 81, , 23, , 21, 10
2018/10/5, 93, , 32, , 21, 10
2018/10/6, 104, , 32, , 12, 12
2018/10/7, 96, , 30, , 9, 11
2018/10/8, 91, , , , , 
2018/10/9, 68, , 2, , 11, 8
2018/10/10, 81, , 17, , 13, 8
2018/10/11, 85, , 21, , 13, 7
2018/10/12, 85, , 26, , 12, 7
2018/10/13, 81, , 33, , 12, 6
2018/10/14, 75, , 31, , 6, 6
2018/10/15, 70, , 38, , 10, 7
2018/10/16, 81, , 31, , 14, 7
2018/10/17, 89, , 34, , 14, 8
2018/10/18, 106, , 22, , 13, 7
2018/10/19, 115, , 33, , 14, 7
2018/10/20, 122, , 33, , 8, 1
2018/10/21, 84, , 41, , 7, 
2018/10/22, 70, , 34, , 10, 8
2018/10/23, 87, , 28, , 9, 7
2018/10/24, 87, , 34, , 12, 6
2018/10/25, 87, , 25, , 24, 6
2018/10/26, 110, , 25, , 14, 6
2018/10/27, 96, , 24, , 8, 8
2018/10/28, 79, , 31, , 6, 6
2018/10/29, 75, , 29, , 7, 7
2018/10/30, 73, , 32, , 6, 7
2018/10/31, 76, , 24, , 10, 11
2018/11/1, 90, , 28, , 8, 9
2018/11/2, 62, , 34, , 8, 9
2018/11/3, 63, , 27, , 5, 8
2018/11/4, 59, , 26, , 4, 8
2018/11/5, 50, , 20, , 11, 7
2018/11/6, 60, , 26, , 17, 5
2018/11/7, 71, , 29, , 9, 8
2018/11/8, 74, , 23, , 10, 6
2018/11/9, 65, , 20, , 8, 8
2018/11/10, 67, , 21, , 5, 6
2018/11/11, 60, , , , , 
2018/11/13, 70, , 22, , 6, 6
2018/11/14, 64, , 21, , 2, 6
2018/11/15, 69, , 22, , 8, 8
2018/11/16, 65, , 20, , 7, 11
2018/11/17, 69, , 24, , 13, 10
2018/11/18, 85, , , , , 
2018/11/20, 64, , 25, , 9, 9
2018/11/21, 76, , 23, , 7, 9
2018/11/22, 77, , 24, , 5, 11
2018/11/23, 78, , 27, , 5, 10
2018/11/24, 63, , 28, , 5, 11
2018/11/25, 73, , 22, , 3, 8
2018/11/26, 60, , 13, , 5, 11
2018/11/27, 59, , 10, , 4, 11
2018/11/28, 63, , 27, , 6, 12
2018/11/29, 70, , 13, , 8, 14
2018/11/30, 80, , 13, , 5, 13
2018/12/1, 65, , 18, , 5, 13
2018/12/2, 63, , 29, , 4, 11
2018/12/3, 55, , 17, , 5, 11
2018/12/4, 69, , 22, , 5, 9
2018/12/5, 80, , 22, , 6, 9
2018/12/6, 82, , 29, , 5, 11
2018/12/7, 77, , 28, , 5, 11
2018/12/8, 69, , 24, , 4, 10
2018/12/9, 66, , 23, , 4, 9
2018/12/10, 48, , 17, , 6, 10
2018/12/11, 60, , 16, , 6, 6
2018/12/12, 71, , 16, , 5, 3
2018/12/13, 56, , 19, , 6, 8
2018/12/14, 60, , , , 5, 9
2018/12/15, 69, , 21, , 8, 5
2018/12/16, 60, , 29, , 6, 1
2018/12/17, 50, , 17, , 6, 5
2018/12/18, 64, , 22, , 7, 6
2018/12/19, 69, , 18, , 6, 8
2018/12/20, 73, , 17, , 8, 7
2018/12/21, 65, , 20, , 6, 9
2018/12/22, 73, , , , , 
2018/12/24, 42, , 19, , 3, 5
2018/12/25, 51, , 21, , 3, 3
2018/12/26, 37, , 17, , 3, 4
2018/12/27, 41, , 24, , 4, 6
2018/12/28, 48, , 25, , 4, 6
2018/12/29, 47, , 27, , 4, 5
2018/12/30, 44, , 28, , 3, 5
2018/12/31, 42, , , , , 
2018/7/2, 30, , , , , 
2018/7/3, 64, , , , , 
2018/7/4, 48, , , , , 
2018/7/5, 42, , , , , 
2018/7/6, 43, , , , , 
2018/7/7, 41, , , , , 
2018/7/8, 46, , , , , 
2018/7/11, 49, , , , , 
2018/7/12, 42, , , , , 
2018/7/13, 45, , , , , 
2018/7/14, 36, , , , , 
2018/7/15, 47, , , , , 
2018/7/16, 30, , , , , 
2018/7/17, 40, , , , , 
2018/7/18, 41, , , , , 
2018/7/19, 54, , , , , 
2018/7/20, 56, , , , , 
2018/7/21, 73, , , , , 
2018/7/22, 66, , , , , 
2018/7/23, 53, , , , , 
2018/7/24, 49, , , , , 
2018/7/25, 48, , , , , 
2018/7/26, 60, , , , , 
2018/7/27, 63, , , , , 
2018/7/28, 66, , , , , 
2018/7/29, 55, , , , , 
2018/7/30, 58, , , , , 
2018/7/31, 52, , , , , 
2018/8/1, 67, , , , , 
2018/8/2, 55, , , , , 
2018/8/3, 51, , , , , 
2018/8/4, 64, , , , , 
2018/8/5, 52, , , , , 
2018/8/6, 64, , , , , 
2018/8/7, 43, , , , , 
2018/8/8, 37, , , , , 
2018/8/9, 37, , , , , 
2018/8/10, 36, , , , , 
2018/8/11, 39, , , , , 
2018/8/12, 38, , , , , 
2018/8/13, 39, , , , , 
2018/8/14, 49, , , , , 
2018/8/15, 60, , , , , 
2018/8/16, 45, , , , , 
2018/8/17, 42, , , , , 
2018/8/18, 45, , , , , 
2018/8/19, 37, , , , , 
2018/8/20, 50, , , , , 
2018/8/21, 39, , , , , 
2018/8/22, 97, , , , , 
2018/8/23, 55, , , , , 
2018/8/24, 41, , , , , 
2018/8/25, 34, , 24, , 3, 3
2018/8/26, 34, , 38, , 2, 2
2018/8/27, 34, , 32, , 3, 4
2018/8/28, 38, , 32, , 3, 7
2018/8/29, 34, , 33, , 3, 7
2018/8/30, 36, , 37, , 4, 4
2018/8/31, 55, , 41, , 4, 4
2018/9/1, 60, , 34, , 7, 5
2018/9/2, 52, , 39, , 2, 3
2018/9/3, 39, , 34, , 3, 3
2018/9/4, 47, , 32, , 3, 3
2018/9/5, 29, , 46, , 3, 3
2018/9/6, 55, , 45, , 3, 3
2018/9/7, 46, , 38, , 5, 7
2018/9/8, 85, , , , , 
2018/9/11, 58, , 34, , 3, 7
2018/9/12, 60, , 24, , 3, 8
2018/9/13, 76, , 39, , 5, 10
2018/9/14, 85, , 21, , 4, 8
2018/9/15, 68, , 32, , 3, 7
2018/9/16, 62, , 32, , 4, 8
2018/9/17, 42, , 30, , 9, 10
2018/9/18, 73, , 36, , 6, 5
2018/9/19, 67, , 36, , 5, 3
2018/9/20, 49, , 37, , 4, 4
2018/9/21, 49, , 32, , 4, 4
2018/9/22, 54, , 38, , 3, 4
2018/9/23, 47, , 13, , 5, 5
2018/9/24, 51, , , , , 
2018/9/26, 48, , 32, , 4, 6
2018/9/27, 60, , 34, , 5, 7
2018/9/28, 69, , 41, , 6, 8
2018/9/29, 65, , 46, , 5, 7
2018/9/30, 63, , 48, , 4, 5
2018/10/1, 67, , 43, , 8, 8
2018/4/3, 69, , , , , 
2018/4/4, 67, , , , , 
2018/4/5, 58, , , , , 
2018/4/6, 66, , , , , 
2018/4/7, 53, , , , , 
2018/4/8, 71, , , , , 
2018/4/9, 52, , , , , 
2018/4/10, 65, , , , , 
2018/4/11, 51, , , , , 
2018/4/12, 82, , , , , 
2018/4/13, 73, , , , , 
2018/4/14, 61, , , , , 
2018/4/15, 62, , , , , 
2018/4/16, 42, , , , , 
2018/4/17, 69, , , , , 
2018/4/18, 51, , , , , 
2018/4/19, 52, , , , , 
2018/4/20, 45, , , , , 
2018/4/21, 43, , , , , 
2018/4/22, 65, , , , , 
2018/4/23, 47, , , , , 
2018/4/24, 49, , , , , 
2018/4/25, 69, , , , , 
2018/4/26, 59, , , , , 
2018/4/27, 87, , , , , 
2018/4/28, 78, , , , , 
2018/4/29, 59, , , , , 
2018/4/30, 58, , , , , 
2018/5/1, 63, , , , , 
2018/5/2, 70, , , , , 
2018/5/3, 56, , , , , 
2018/5/4, 77, , , , , 
2018/5/5, 80, , , , , 
2018/5/6, 61, , , , , 
2018/5/7, 60, , , , , 
2018/5/8, 49, , , , , 
2018/5/9, 61, , , , , 
2018/5/10, 65, , , , , 
2018/5/11, 79, , , , , 
2018/5/12, 73, , , , , 
2018/5/15, 65, , , , , 
2018/5/16, 66, , , , , 
2018/5/17, 67, , , , , 
2018/5/18, 68, , , , , 
2018/5/19, 67, , , , , 
2018/5/20, 66, , , , , 
2018/5/21, 68, , , , , 
2018/5/22, 64, , , , , 
2018/5/23, 72, , , , , 
2018/5/24, 66, , , , , 
2018/5/25, 76, , , , , 
2018/5/26, 67, , , , , 
2018/5/27, 68, , , , , 
2018/5/28, 71, , , , , 
2018/5/29, 70, , , , , 
2018/5/30, 79, , , , , 
2018/5/31, 62, , , , , 
2018/6/1, 56, , , , , 
2018/6/2, 58, , , , , 
2018/6/3, 52, , , , , 
2018/6/4, 43, , , , , 
2018/6/5, 44, , , , , 
2018/6/6, 41, , , , , 
2018/6/7, 41, , , , , 
2018/6/8, 39, , , , , 
2018/6/9, 62, , , , , 
2018/6/10, 65, , , , , 
2018/6/13, 57, , , , , 
2018/6/14, 57, , , , , 
2018/6/15, 54, , , , , 
2018/6/16, 45, , , , , 
2018/6/18, 22, , , , , 
2018/6/19, 28, , , , , 
2018/6/20, 45, , , , , 
2018/6/21, 38, , , , , 
2018/6/22, 37, , , , , 
2018/6/23, 55, , , , , 
2018/6/24, 55, , , , , 
2018/6/25, 56, , , , , 
2018/6/26, 64, , , , , 
2018/6/27, 69, , , , , 
2018/6/28, 61, , , , , 
2018/6/29, 72, , , , , 
2018/6/30, 70, , , , , 
2018/7/1, 72, , , , , 
2018/1/2, 87, , , , , 
2018/1/3, 75, , , , , 
2018/1/4, 90, , , , , 
2018/1/5, 77, , , , , 
2018/1/6, 81, , , , , 
2018/1/7, 77, , , , , 
2018/1/8, 52, , , , , 
2018/1/9, 75, , , , , 
2018/1/10, 92, , , , , 
2018/1/11, 79, , , , , 
2018/1/12, 83, , , , , 
2018/1/13, 77, , , , , 
2018/1/14, 69, , , , , 
2018/1/15, 40, , , , , 
2018/1/16, 58, , , , , 
2018/1/17, 71, , , , , 
2018/1/18, 63, , , , , 
2018/1/19, 60, , , , , 
2018/1/20, 49, , , , , 
2018/1/21, 43, , , , , 
2018/1/23, 64, , , , , 
2018/1/24, 53, , , , , 
2018/1/25, 41, , , , , 
2018/1/26, 42, , , , , 
2018/1/27, 62, , , , , 
2018/1/28, 59, , , , , 
2018/1/29, 49, , , , , 
2018/1/30, 67, , , , , 
2018/1/31, 66, , , , , 
2018/2/1, 76, , , , , 
2018/2/2, 80, , , , , 
2018/2/3, 70, , , , , 
2018/2/4, 70, , , , , 
2018/2/5, 51, , , , , 
2018/2/6, 44, , , , , 
2018/2/7, 49, , , , , 
2018/2/8, 60, , , , , 
2018/2/9, 50, , , , , 
2018/2/10, 58, , , , , 
2018/2/11, 67, , , , , 
2018/2/12, 69, , , , , 
2018/2/13, 81, , , , , 
2018/2/14, 83, , , , , 
2018/2/15, 83, , , , , 
2018/2/16, 60, , , , , 
2018/2/17, 74, , , , , 
2018/2/18, 70, , , , , 
2018/2/19, 60, , , , , 
2018/2/20, 48, , , , , 
2018/2/21, 56, , , , , 
2018/2/22, 51, , , , , 
2018/2/23, 51, , , , , 
2018/2/24, 43, , , , , 
2018/2/25, 43, , , , , 
2018/2/26, 43, , , , , 
2018/2/27, 55, , , , , 
2018/2/28, 60, , , , , 
2018/3/1, 51, , , , , 
2018/3/2, 74, , , , , 
2018/3/3, 67, , , , , 
2018/3/4, 68, , , , , 
2018/3/5, 57, , , , , 
2018/3/6, 65, , , , , 
2018/3/7, 64, , , , , 
2018/3/8, 64, , , , , 
2018/3/9, 64, , , , , 
2018/3/10, 65, , , , , 
2018/3/11, 39, , , , , 
2018/3/12, 39, , , , , 
2018/3/13, 52, , , , , 
2018/3/14, 82, , , , , 
2018/3/15, 67, , , , , 
2018/3/16, 91, , , , , 
2018/3/17, 71, , , , , 
2018/3/18, 81, , , , , 
2018/3/19, 64, , , , , 
2018/3/20, 60, , , , , 
2018/3/21, 87, , , , , 
2018/3/22, 63, , , , , 
2018/3/23, 68, , , , , 
2018/3/24, 89, , , , , 
2018/3/25, 71, , , , , 
2018/3/26, 64, , , , , 
2018/3/27, 83, , , , , 
2018/3/28, 88, , , , , 
2018/3/29, 79, , , , , 
2018/3/30, 78, , , , , 
2017/10/14, 79, , , , , 
2017/10/15, 66, , , , , 
2017/10/16, 42, , , , , 
2017/10/17, 35, , , , , 
2017/10/18, 36, , , , , 
2017/10/19, 41, , , , , 
2017/10/20, 49, , , , , 
2017/10/21, 55, , , , , 
2017/10/22, 71, , , , , 
2017/10/23, 56, , , , , 
2017/10/24, 63, , , , , 
2017/10/25, 72, , , , , 
2017/10/26, 68, , , , , 
2017/10/27, 80, , , , , 
2017/10/28, 84, , , , , 
2017/10/29, 55, , , , , 
2017/10/30, 48, , , , , 
2017/10/31, 63, , , , , 
2017/11/1, 85, , , , , 
2017/11/2, 78, , , , , 
2017/11/3, 83, , , , , 
2017/11/4, 75, , , , , 
2017/11/5, 58, , , , , 
2017/11/6, 54, , , , , 
2017/11/7, 70, , , , , 
2017/11/8, 81, , , , , 
2017/11/9, 101, , , , , 
2017/11/10, 83, , , , , 
2017/11/11, 82, , , , , 
2017/11/12, 72, , , , , 
2017/11/13, 67, , , , , 
2017/11/14, 101, , , , , 
2017/11/17, 73, , , , , 
2017/11/18, 69, , , , , 
2017/11/19, 70, , , , , 
2017/11/20, 57, , , , , 
2017/11/21, 83, , , , , 
2017/11/22, 66, , , , , 
2017/11/24, 90, , , , , 
2017/11/25, 88, , , , , 
2017/11/26, 75, , , , , 
2017/11/27, 53, , , , , 
2017/11/28, 72, , , , , 
2017/12/4, 59, , , , , 
2017/12/5, 67, , , , , 
2017/12/6, 55, , , , , 
2017/12/7, 52, , , , , 
2017/12/8, 67, , , , , 
2017/12/9, 68, , , , , 
2017/12/10, 58, , , , , 
2017/12/11, 50, , , , , 
2017/12/12, 55, , , , , 
2017/12/13, 55, , , , , 
2017/12/14, 74, , , , , 
2017/12/15, 75, , , , , 
2017/12/16, 63, , , , , 
2017/12/17, 65, , , , , 
2017/12/20, 82, , , , , 
2017/12/21, 76, , , , , 
2017/12/22, 68, , , , , 
2017/12/23, 66, , , , , 
2017/12/24, 59, , , , , 
2017/12/25, 55, , , , , 
2017/12/26, 36, , , , , 
2017/12/27, 50, , , , , 
2017/12/28, 52, , , , , 
2017/12/29, 66, , , , , 
2017/12/30, 47, , , , , 
2018/1/1, 58, , , , , 
2016/10/9, 63, , , , , 8
2016/10/10, 65, , , , 1, 10
2016/10/11, 66, , , , 1, 10
2016/10/12, 70, , , , 1, 11
2016/10/13, 72, , , , 1, 13
2016/10/14, 66, , , , 2, 12
2016/10/15, 73, , , , 1, 11
2016/10/16, 56, , , , 2, 12
2016/10/17, 66, , , , 2, 10
2016/10/18, 70, , , , 2, 7
2016/10/19, 60, , , , 1, 6
2016/10/20, 59, , , , 1, 6
2016/10/21, 59, , , , 2, 8
2016/10/22, 62, , , , , 
2016/10/25, 76, , , , 1, 7
2016/10/26, 61, , , , 1, 7
2016/10/27, 64, , , , 2, 8
2016/10/28, 75, , , , 5, 15
2016/10/29, 110, , , , 1, 8
2016/10/30, 59, , , , 1, 8
2016/10/31, 64, , , , 1, 10
2016/11/1, 82, , , , 1, 8
2016/11/2, 83, , , , 1, 6
2016/11/3, 76, , , , 5, 5
2016/11/4, 66, , , , 1, 6
2016/11/5, 56, , , , , 5
2016/11/6, 41, , , , , 5
2016/11/7, 35, , , , 1, 6
2016/11/8, 38, , , , , 
2016/7/2, 39, 20, 29, 23, 4, 9
2016/7/3, 56, 21, 34, 20, 4, 8
2016/7/4, 57, 22, 30, 20, 4, 9
2016/7/5, 53, 30, 21, 24, 5, 11
2016/7/6, 69, 28, 31, 18, 5, 9
2016/7/7, 51, 36, 27, 16, 5, 8
2016/7/8, 35, 33, 38, 17, 4, 6
2016/7/9, 34, 26, 37, 14, 3, 4
2016/7/10, 25, 27, 38, 13, 3, 4
2016/7/11, 34, 29, 35, 20, 4, 5
2016/7/12, 41, 30, 36, 26, 7, 8
2016/7/13, 53, 33, 29, 29, 7, 10
2016/7/14, 68, 27, 31, 27, 5, 9
2016/7/15, 61, 29, 40, 30, 8, 11
2016/7/16, 67, 33, 43, 26, 6, 8
2016/7/17, 57, 33, 39, 18, 3, 6
2016/7/18, 41, 27, 32, 19, 4, 7
2016/7/19, 37, 26, 36, 24, 4, 6
2016/7/20, 47, 22, 26, 31, 7, 9
2016/7/21, 55, 27, 31, 21, 7, 6
2016/7/22, 42, 34, 29, 27, 4, 8
2016/7/23, 62, 34, 38, 25, 3, 9
2016/7/24, 57, 29, 40, 18, 2, 7
2016/7/25, 49, 36, 30, 22, 2, 7
2016/7/26, 54, 31, 36, 21, 2, 8
2016/7/27, 47, 32, 32, 20, 2, 7
2016/7/28, 49, 45, 40, 17, 1, 6
2016/7/29, 33, 33, 35, 24, 3, 7
2016/7/30, 45, 23, 38, 21, 2, 8
2016/7/31, 47, , , , , 
2016/8/6, 48, 39, 48, 21, 3, 8
2016/8/7, 49, 28, 37, 15, 1, 8
2016/8/8, 41, 36, 35, 20, 2, 7
2016/8/9, 47, 40, 35, 19, 2, 5
2016/8/10, 43, 36, 36, 22, 3, 6
2016/8/11, 55, 37, 38, 24, 4, 6
2016/8/12, 48, 31, 40, 24, 4, 6
2016/8/13, 46, 31, 51, 18, 1, 5
2016/8/14, 37, 36, 36, 11, 1, 4
2016/8/15, 27, 33, 40, 19, 2, 6
2016/8/16, 36, 36, 35, 24, 2, 7
2016/8/17, 44, 35, 36, 20, 2, 6
2016/8/18, 38, 30, 36, 26, 2, 8
2016/8/19, 50, 29, 38, 27, 4, 8
2016/8/20, 55, , , , , 
2016/8/23, 32, 32, 59, 20, 2, 6
2016/8/24, 38, 37, 85, 29, 2, 6
2016/8/25, 52, 40, 46, 25, 2, 6
2016/8/26, 45, 32, 36, 28, 3, 8
2016/8/27, 58, 43, 26, 25, 2, 7
2016/8/28, 43, 31, 46, 21, 2, 7
2016/8/29, 49, 36, 43, 27, 2, 7
2016/8/30, 59, 31, 43, 31, 6, 10
2016/8/31, 73, 38, 43, 29, 3, 9
2016/9/1, 62, 27, 34, 30, 3, 9
2016/9/2, 68, 28, 46, 27, 2, 9
2016/9/3, 60, 34, 60, 28, 3, 9
2016/9/4, 64, 39, 49, 25, 2, 9
2016/9/5, 50, 34, 37, 27, 1, 8
2016/9/6, 44, 28, 10, 22, 3, 6
2016/9/7, 43, 21, , , , 
2016/4/2, 60, 12, 22, 30, 5, 10
2016/4/3, 47, 16, 37, 28, 3, 9
2016/4/4, 43, 27, 27, 38, 5, 13
2016/4/5, 75, 14, 31, 24, 4, 8
2016/4/6, 42, 33, 29, 28, 6, 11
2016/4/7, 64, 19, 34, 26, 4, 10
2016/4/8, 61, 27, 23, 25, 5, 11
2016/4/9, 59, 19, 24, 24, 7, 11
2016/4/10, 60, 17, 31, 23, 5, 10
2016/4/11, 57, 17, 20, 28, 3, 11
2016/4/12, 50, 15, 17, 30, 6, 13
2016/4/13, 60, 16, 22, 30, 6, 9
2016/4/14, 52, 27, 36, 35, 8, 13
2016/4/15, 82, 31, 39, 28, 5, 13
2016/4/16, 74, 36, 35, 34, 5, 17
2016/4/17, 78, 21, 24, 18, 2, 8
2016/4/18, 44, 24, 22, 21, 5, 11
2016/4/19, 51, 33, 29, 26, 6, 14
2016/4/20, 74, 30, 30, 20, 4, 9
2016/4/21, 48, 33, 26, 21, 4, 6
2016/4/22, 50, 28, 24, 24, 5, 8
2016/4/23, 54, 18, 27, 24, 3, 8
2016/4/24, 54, 13, 28, 14, 1, 5
2016/4/25, 44, 20, 36, 24, 2, 8
2016/4/26, 53, 29, 38, 28, 6, 11
2016/4/27, 74, 22, 32, 27, 4, 9
2016/4/28, 64, 15, 26, 36, 3, 11
2016/4/29, 64, 23, 29, 36, 6, 13
2016/4/30, 79, 14, 3, 24, 5, 9
2016/5/1, 63, 18, 29, 25, 3, 10
2016/5/2, 49, 21, 28, 36, 4, 13
2016/5/3, 76, 14, 28, 27, 3, 9
2016/5/4, 60, 26, 12, 51, 7, 7
2016/5/5, 72, 23, 26, 32, 5, 7
2016/5/6, 52, 26, 26, 30, 5, 8
2016/5/7, 60, 14, 11, 27, 3, 5
2016/5/8, 95, 19, , , , 
2016/5/10, 113, 17, 19, 42, 5, 16
2016/5/11, 40, 25, 34, 36, 5, 12
2016/5/12, 76, 20, 30, 26, 4, 7
2016/5/13, 66, 28, 26, 14, 2, 6
2016/5/14, 40, 23, 24, , 3, 6
2016/5/15, 26, 22, 28, , 2, 4
2016/5/16, 23, 27, 39, , 4, 7
2016/5/17, 40, 27, 23, , 9, 10
2016/5/18, 65, 25, 29, , 4, 7
2016/5/19, 45, 29, 30, , 5, 6
2016/5/20, 43, 28, 24, , 4, 8
2016/5/21, 51, 31, 27, , 3, 6
2016/5/22, 43, 33, 25, , 2, 5
2016/5/23, 30, 29, 28, 12, 3, 5
