date, pm25, pm10, o3, no2, so2, co
2016/5/24, 32, 32, 23, , 4, 7
2016/5/25, 45, 12, 20, , 5, 10
2016/5/26, 69, 30, 34, , 5, 9
2016/5/27, 67, 25, 36, , 1, 8
2016/5/28, 48, 26, 32, , 2, 9
2016/5/29, 64, 12, 22, , 1, 8
2016/5/30, 47, 24, 26, , 4, 12
2016/5/31, 72, 29, 32, 34, 4, 10
2016/6/1, 76, 27, 29, 23, 5, 8
2016/6/2, 62, 17, 15, 28, 4, 9
2016/6/3, 73, 18, 17, 31, 4, 9
2016/6/4, 64, 25, 35, 32, 8, 13
2016/6/5, 71, 21, 41, 23, 7, 8
2016/6/6, 59, 22, 17, 38, 6, 12
2016/6/7, 81, 28, 27, 31, 8, 15
2016/6/8, 81, 18, 25, 25, 4, 9
2016/6/9, 50, 22, 37, 21, 4, 8
2016/6/10, 45, 29, 32, 24, 5, 10
2016/6/11, 54, 23, 32, 18, 3, 8
2016/6/12, 38, 23, 32, 16, 3, 8
2016/6/13, 38, 20, 22, 17, 3, 8
2016/6/14, 49, 22, 27, 19, 4, 9
2016/6/15, 50, 27, 30, 15, 3, 7
2016/6/16, 31, 23, 27, 15, 3, 7
2016/6/17, 34, 24, 31, 18, 4, 9
2016/6/18, 43, 32, 31, 21, 4, 10
2016/6/19, 47, 28, 27, 20, 3, 11
2016/6/20, 57, 28, 25, 21, 4, 11
2016/6/21, 59, 26, 33, 22, 5, 9
2016/6/22, 53, 28, 31, 18, 4, 5
2016/6/23, 39, 25, 27, 24, 5, 8
2016/6/24, 57, 18, 21, 24, 4, 9
2016/6/25, 62, 28, 32, 21, 6, 11
2016/6/26, 59, 17, 31, 15, 3, 7
2016/6/27, 40, 21, 35, 13, 3, 5
2016/6/28, 28, 24, 32, 15, 3, 6
2016/6/29, 32, 27, 31, 15, 4, 5
2016/6/30, 28, 29, 28, 15, 4, 6
2016/7/1, 30, 26, 27, 19, 4, 6
2016/1/8, 54, , 27, 29, 6, 7
2016/1/9, 63, , 38, 27, 6, 8
2016/1/10, 58, , 27, 16, 2, 4
2016/1/11, 30, , 27, 22, 4, 5
2016/1/12, 45, , 18, 22, 3, 8
2016/1/13, 46, , 11, 25, 3, 8
2016/1/14, 51, , 29, 26, 6, 6
2016/1/15, 48, , 38, 35, 12, 9
2016/1/16, 76, , 40, 23, 5, 6
2016/1/17, 60, , 36, 23, 7, 4
2016/1/18, 64, , 37, 21, 9, 5
2016/1/19, 61, , 36, 26, 9, 5
2016/1/20, 65, , 22, 27, 5, 5
2016/1/21, 67, , 23, 34, 10, 7
2016/1/22, 79, , 38, 32, 11, 9
2016/1/23, 76, , 42, 23, 7, 7
2016/1/24, 53, , 35, 14, 3, 5
2016/1/25, 33, , 17, 30, 5, 9
2016/1/26, 55, , 41, 33, 11, 11
2016/1/27, 75, , 60, 28, 7, 8
2016/1/28, 75, , 50, 37, 12, 9
2016/1/29, 82, , 26, 35, 12, 10
2016/1/30, 86, , 29, 32, 9, 8
2016/1/31, 74, , 38, 36, 9, 9
2016/2/1, 83, , 55, 36, 8, 10
2016/2/2, 86, , 57, 34, 9, 9
2016/2/3, 84, , 33, 34, 6, 9
2016/2/4, 85, , 32, 33, 10, 8
2016/2/5, 77, , 35, 32, 7, 9
2016/2/6, 67, , 44, 29, 8, 8
2016/2/7, 65, , 41, 18, 4, 6
2016/2/8, 40, , 31, 22, 5, 6
2016/2/9, 48, , 28, 19, 3, 6
2016/2/10, 38, , 29, 22, 7, 8
2016/2/11, 47, , 28, 23, 7, 8
2016/2/12, 50, , 34, 26, 6, 8
2016/2/13, 56, , 33, 27, 5, 10
2016/2/14, 52, , 32, 17, 4, 7
2016/2/15, 36, , 26, 24, 6, 10
2016/2/16, 57, , 34, 18, 4, 7
2016/2/17, 34, , 29, 29, 6, 10
2016/2/18, 60, , 32, 27, 5, 9
2016/2/19, 49, , 36, 26, 4, 8
2016/2/20, 54, , 34, 26, 5, 8
2016/2/21, 58, , 40, 20, 3, 6
2016/2/22, 50, , 32, 28, 4, 9
2016/2/23, 61, , 39, 35, 7, 10
2016/2/24, 66, , 12, 41, 7, 14
2016/2/25, 88, , 27, 30, 5, 9
2016/2/26, 69, , 27, 26, 2, 9
2016/2/27, 67, , 39, 23, 6, 8
2016/2/28, 60, , 39, 24, 4, 8
2016/2/29, 58, , 29, 19, 2, 7
2016/3/1, 48, , 27, 26, 4, 9
2016/3/2, 64, , 31, 26, 4, 10
2016/3/3, 58, , 17, 30, 3, 11
2016/3/4, 71, , 25, 24, 4, 10
2016/3/5, 60, , 28, 25, 3, 9
2016/3/6, 48, , 33, 20, 3, 8
2016/3/7, 43, , 14, 28, 4, 12
2016/3/8, 55, , 34, 29, 6, 14
2016/3/9, 70, , 27, 31, 7, 11
2016/3/10, 71, , 42, 34, 7, 10
2016/3/11, 80, , 43, 33, 4, 10
2016/3/12, 56, , 31, 29, 3, 9
2016/3/13, 54, , 33, 25, 2, 8
2016/3/14, 56, , 29, 46, 7, 14
2016/3/15, 85, , 38, 28, 5, 11
2016/3/16, 60, 26, 30, 28, 4, 11
2016/3/17, 68, 13, 17, 23, 4, 12
2016/3/18, 62, 17, 25, 24, 5, 12
2016/3/19, 67, 19, 29, 20, 3, 9
2016/3/20, 44, 18, 30, 20, 4, 9
2016/3/21, 40, 41, 26, 22, 4, 11
2016/3/22, 51, 33, 26, 20, 6, 10
2016/3/23, 48, 26, 31, 30, 7, 10
2016/3/24, 67, 34, 32, 27, 6, 8
2016/3/25, 54, 32, 39, 17, 2, 5
2016/3/26, 41, 25, 2, 23, 5, 9
2016/3/27, 59, 35, 37, 17, 2, 6
2016/3/28, 53, 22, 29, 30, 3, 10
2016/3/29, 69, 28, 29, 40, 7, 11
2016/3/30, 82, 13, 32, 40, 4, 12
2016/3/31, 67, 27, 28, 39, 7, 12
2016/4/1, 83, 13, 19, 31, 2, 11
2015/10/2, 99, 44, 39, 43, 18, 10
2015/10/3, 92, 38, 39, 36, 15, 12
2015/10/4, 76, 36, 41, 25, 8, 7
2015/10/5, 44, 29, 47, 22, 4, 10
2015/10/6, 36, 39, 40, 32, 5, 7
2015/10/7, 62, 38, 37, 30, 5, 8
2015/10/8, 50, 43, 49, 32, 5, 8
2015/10/9, 61, 38, 43, 27, 5, 9
2015/10/10, 75, 22, 37, 27, 3, 9
2015/10/11, 65, 56, 35, 28, 3, 10
2015/10/12, 66, 27, 36, 28, 4, 10
2015/10/13, 66, 21, 28, 28, 3, 7
2015/10/14, 62, 15, 23, 41, 4, 10
2015/10/15, 69, 23, 26, 42, 4, 12
2015/10/16, 72, 18, 25, 45, 4, 14
2015/10/17, 79, 23, 35, 29, 3, 10
2015/10/18, 46, 20, 34, 30, 3, 11
2015/10/19, 63, 24, 42, 24, 3, 9
2015/10/20, 43, 36, 31, 29, 3, 7
2015/10/21, 53, 40, 39, 26, 3, 6
2015/10/22, 50, 37, 46, 33, 3, 8
2015/10/23, 87, 40, 46, 37, 3, 8
2015/10/24, 84, 34, 46, 27, 2, 7
2015/10/25, 55, 17, 33, 30, 2, 8
2015/10/26, 53, 36, 46, 37, 3, 10
2015/10/27, 66, 38, 47, 37, 3, 9
2015/10/28, 55, 36, 42, 36, 3, 9
2015/10/29, 51, 26, 39, 37, 4, 9
2015/10/30, 60, 32, 39, 51, 5, 12
2015/10/31, 80, 20, 31, 42, 4, 8
2015/11/1, 67, 17, 36, 19, 2, 5
2015/11/2, 55, 28, 35, 25, 4, 5
2015/11/3, 78, 34, 45, 24, 3, 6
2015/11/4, 75, 39, 29, 38, 5, 10
2015/11/5, 82, , , , , 
2015/11/11, 65, 30, 39, 30, 6, 8
2015/11/12, 55, 33, 45, 36, 7, 10
2015/11/13, 73, 33, 43, 33, 5, 10
2015/11/14, 63, 34, 36, 24, 4, 7
2015/11/15, 44, 23, 33, 22, 3, 7
2015/11/16, 42, 29, 37, 30, 6, 9
2015/11/17, 57, 28, 21, 45, 11, 12
2015/11/18, 78, 24, 27, 46, 18, 12
2015/11/19, 81, 18, 32, 27, 7, 7
2015/11/20, 64, 24, 33, 25, 4, 7
2015/11/21, 59, 25, 29, 31, 6, 9
2015/11/22, 62, 37, 28, 32, 17, 8
2015/11/23, 74, 32, 19, 40, 10, 12
2015/11/24, 93, , , , , 
2015/7/2, 39, 31, 25, 16, 2, 6
2015/7/3, 31, 36, 37, 19, 3, 6
2015/7/4, 41, 41, 31, 20, 2, 7
2015/7/5, 37, 28, 35, 20, 2, 6
2015/7/6, 37, 27, 34, 25, 3, 6
2015/7/7, 61, 26, 30, 20, 1, 5
2015/7/8, 54, 31, 28, 20, 2, 7
2015/7/9, 47, 39, 28, 22, 4, 8
2015/7/10, 48, 37, 23, 22, 7, 10
2015/7/11, 54, 28, 23, 18, 4, 7
2015/7/12, 37, 18, 30, 17, 3, 8
2015/7/13, 47, 35, 37, 24, 5, 8
2015/7/14, 53, 36, 21, 32, 7, 9
2015/7/15, 63, 47, 24, 26, 8, 9
2015/7/16, 64, 32, 3, 30, 12, 10
2015/7/17, 89, 37, 37, 21, 3, 5
2015/7/18, 36, 27, 26, 23, 3, 7
2015/7/19, 43, 30, 33, 27, 8, 8
2015/7/20, 65, 26, 26, 29, 7, 8
2015/7/21, 66, 27, 26, 27, 6, 10
2015/7/22, 65, 14, 17, 22, 6, 11
2015/7/23, 53, 20, 26, 21, 5, 10
2015/7/24, 50, 21, 26, 20, 3, 6
2015/7/25, 33, 25, 28, 16, 2, 5
2015/7/26, 28, 22, 34, 13, 2, 4
2015/7/27, 27, 26, 20, 15, 2, 5
2015/7/28, 32, 21, 23, 20, 2, 7
2015/7/29, 50, 24, 26, 23, 4, 7
2015/7/30, 40, 31, 24, 27, 3, 8
2015/7/31, 48, 33, 31, 24, 5, 7
2015/8/1, 41, 36, 31, 18, 3, 6
2015/8/2, 36, 29, 34, 12, 2, 5
2015/8/3, 35, 39, 34, 15, 3, 6
2015/8/4, 37, 32, 28, 16, 4, 6
2015/8/5, 34, 31, 32, 16, 4, 6
2015/8/6, 33, 29, 40, 19, 5, 5
2015/8/7, 38, 42, 32, 21, 3, 4
2015/8/8, 41, 40, 32, 28, 6, 8
2015/8/9, 63, 22, 34, 23, 5, 4
2015/8/10, 62, 32, 38, 21, 3, 4
2015/8/11, 52, 44, 35, 22, 6, 5
2015/8/12, 52, 45, 34, 21, 4, 5
2015/8/13, 45, 38, 41, 19, 3, 5
2015/8/14, 44, 30, 24, 25, 6, 8
2015/8/15, 50, 24, 31, 22, 3, 8
2015/8/16, 50, 24, 37, 12, 1, 5
2015/8/17, 28, 26, 43, 16, 3, 6
2015/8/18, 38, 35, 52, 20, 3, 7
2015/8/19, 39, 36, 42, 18, 4, 6
2015/8/20, 40, 38, 36, 22, 3, 5
2015/8/21, 39, 40, 40, 23, 3, 5
2015/8/22, 47, 45, 42, 27, 4, 6
2015/8/23, 56, 44, 37, 29, 3, 7
2015/8/24, 61, 38, 39, 23, 3, 7
2015/8/25, 65, 32, 30, 33, 7, 9
2015/8/26, 64, 40, 43, 32, 6, 9
2015/8/27, 69, 44, 44, 29, 8, 9
2015/8/28, 83, 45, 34, 27, 5, 8
2015/8/29, 44, 36, 35, 17, 3, 6
2015/8/30, 29, 35, 39, 13, 3, 6
2015/8/31, 31, 31, 36, 16, 3, 5
2015/9/1, 32, 31, 35, 21, 4, 5
2015/9/2, 43, 41, 35, 23, 4, 6
2015/9/3, 39, 46, 44, 18, 3, 5
2015/9/4, 36, 45, 48, 27, 6, 6
2015/9/5, 44, 44, 41, 22, 4, 6
2015/9/6, 41, 28, 39, 23, 4, 7
2015/9/7, 57, 42, 38, 24, 5, 7
2015/9/8, 71, 39, 46, 22, 6, 6
2015/9/9, 46, 58, 43, 28, 7, 8
2015/9/10, 69, 36, 80, 30, 4, 10
2015/9/11, 51, 50, 77, 32, 4, 5
2015/9/12, 52, 56, 74, 27, 3, 4
2015/9/13, 44, 47, 98, 16, 3, 3
2015/9/14, 44, 52, 117, 24, 4, 5
2015/9/15, 56, 55, 84, 27, 6, 7
2015/9/16, 78, 51, 48, 24, 4, 8
2015/9/17, 53, 48, 53, 30, 6, 11
2015/9/18, 92, 41, 40, 31, 8, 12
2015/9/19, 89, 47, 31, 29, 6, 10
2015/9/20, 53, 44, 46, 20, 3, 8
2015/9/21, 46, 43, 48, 25, 4, 8
2015/9/22, 52, 30, 45, 25, 4, 6
2015/9/23, 50, 37, 35, 25, 6, 7
2015/9/24, 51, 43, 44, 25, 4, 6
2015/9/25, 48, 43, 45, 28, 4, 7
2015/9/26, 47, 42, 43, 22, 4, 6
2015/9/27, 48, 35, 43, 18, 4, 6
2015/9/28, 45, 44, 52, 25, 4, 8
2015/9/29, 57, 45, 62, 28, 5, 8
2015/9/30, 71, 41, 37, 38, 6, 5
2015/10/1, 87, 41, 25, 44, 7, 8
2015/4/2, 71, , 35, 28, 5, 9
2015/4/3, 57, , 35, 24, 5, 10
2015/4/4, 50, , 33, 23, 5, 9
2015/4/5, 55, , 28, 20, 2, 9
2015/4/6, 46, , 34, 28, 8, 13
2015/4/7, 61, , 28, 23, 4, 9
2015/4/8, 38, , 39, 26, 4, 8
2015/4/9, 52, , 36, 24, 6, 9
2015/4/10, 57, , 42, 23, 4, 8
2015/4/11, 43, , 41, 24, 4, 9
2015/4/12, 39, , 37, 16, 4, 6
2015/4/13, 32, , 40, 23, 5, 9
2015/4/14, 55, , 26, 26, 5, 10
2015/4/15, 59, , 37, 32, 8, 12
2015/4/16, 67, , 32, 36, 7, 12
2015/4/17, 60, , 23, 51, 10, 16
2015/4/18, 92, , 46, 36, 9, 11
2015/4/19, 63, , 32, 34, 6, 12
2015/4/20, 66, , 34, 41, 9, 14
2015/4/21, 81, , 29, 34, 5, 13
2015/4/22, 61, , 31, 26, 6, 12
2015/4/23, 54, , 32, 25, 6, 12
2015/4/24, 52, , 25, 23, 7, 9
2015/4/25, 50, , 29, 22, 3, 8
2015/4/26, 48, , 29, 17, 3, 7
2015/4/27, 32, , 24, 17, 2, 6
2015/4/28, 35, , 27, 23, 6, 9
2015/4/29, 48, , 31, 24, 4, 7
2015/4/30, 42, , 29, 31, 11, 9
2015/5/1, 59, , , , , 
2015/5/5, 75, , 29, 35, 7, 12
2015/5/6, 61, , 34, 26, 5, 8
2015/5/7, 50, , 23, 20, 3, 5
2015/5/8, 35, , 30, 22, 3, 7
2015/5/9, 41, , 26, 18, 2, 6
2015/5/10, 30, , 23, 13, 2, 6
2015/5/11, 25, , 27, 18, 2, 6
2015/5/12, 31, , 23, 23, 9, 7
2015/5/13, 39, , 24, 24, 5, 7
2015/5/14, 40, , 20, 25, 3, 9
2015/5/15, 45, , 27, 31, 5, 12
2015/5/16, 64, , 28, 30, 5, 11
2015/5/17, 67, , 29, 27, 8, 11
2015/5/18, 68, , 21, 21, 6, 9
2015/5/19, 46, , 32, 18, 3, 6
2015/5/20, 45, , 30, 25, 5, 9
2015/5/21, 58, , 24, 25, 6, 8
2015/5/22, 55, , 32, 29, 10, 14
2015/5/23, 78, , 28, 25, 7, 12
2015/5/24, 57, , 38, 21, 5, 9
2015/5/25, 45, , 17, 32, 6, 12
2015/5/26, 76, , 25, 30, 8, 12
2015/5/27, 61, , 31, 26, 5, 8
2015/5/28, 56, , 19, 29, 5, 9
2015/5/29, 59, , 24, 29, 5, 8
2015/5/30, 70, , 34, 29, 7, 9
2015/5/31, 61, , 26, 21, 5, 10
2015/6/1, 49, , 24, 19, 5, 7
2015/6/2, 32, , 32, 19, 4, 6
2015/6/3, 30, , 31, 20, 4, 7
2015/6/4, 37, , 31, 20, 3, 6
2015/6/5, 29, , 32, 29, 5, 10
2015/6/6, 48, , 36, 23, 3, 8
2015/6/7, 43, , 37, 16, 2, 5
2015/6/8, 41, , 27, 22, 3, 7
2015/6/9, 49, , 28, 28, 6, 9
2015/6/10, 63, , 27, 24, 3, 9
2015/6/11, 62, , 26, 20, 5, 9
2015/6/12, 50, , 26, 20, 4, 9
2015/6/13, 38, , 27, 20, 3, 8
2015/6/14, 42, , 35, 17, 5, 8
2015/6/15, 42, , 31, 18, 4, 8
2015/6/16, 39, , 28, 19, 4, 9
2015/6/17, 36, , 28, 19, 5, 8
2015/6/18, 30, , 27, 15, 4, 6
2015/6/19, 25, , 36, 17, 2, 4
2015/6/20, 41, , , 22, 3, 4
2015/6/21, 42, , , , 4, 3
2015/6/22, 26, , 24, 46, 4, 4
2015/6/23, 20, , 26, 23, 4, 4
2015/6/24, 28, , 26, 14, 2, 4
2015/6/25, 21, , 33, 14, 1, 4
2015/6/26, 20, , 31, 16, 2, 5
2015/6/27, 28, , 40, 13, 2, 5
2015/6/28, 24, , 35, 10, 3, 4
2015/6/29, 23, , 28, 12, 3, 5
2015/6/30, 31, , 27, 19, 3, 7
2015/7/1, 40, 40, 30, 17, 6, 6
2015/1/2, 134, , 26, 18, 7, 5
2015/1/3, 37, , 29, 13, 4, 5
2015/1/4, 36, , 28, 13, 7, 5
2015/1/5, 31, , 32, 20, 8, 7
2015/1/6, 46, , 32, 19, 3, 7
2015/1/7, 38, , 29, 19, 3, 6
2015/1/8, 34, , 28, 19, 4, 7
2015/1/9, 31, , 25, 21, 7, 7
2015/1/10, 39, , 27, 21, 9, 5
2015/1/11, 37, , 30, 16, 3, 4
2015/1/12, 24, , 25, 22, 6, 7
2015/1/13, 43, , 32, 24, 8, 8
2015/1/14, 59, , 35, 25, 7, 7
2015/1/15, 60, , 30, 27, 7, 8
2015/1/16, 59, , 28, 31, 6, 10
2015/1/17, 63, , 24, 30, 5, 8
2015/1/18, 48, , 18, 25, 4, 7
2015/1/19, 41, , 19, 32, 6, 9
2015/1/20, 58, , 17, 33, 7, 9
2015/1/21, 62, , 22, 26, 5, 8
2015/1/22, 59, , 22, 24, 5, 8
2015/1/23, 51, , 21, 26, 5, 9
2015/1/24, 52, , 22, 29, 6, 10
2015/1/25, 59, , 40, 19, 3, 6
2015/1/26, 47, , 21, 28, 4, 9
2015/1/27, 69, , 24, 21, 4, 8
2015/1/28, 57, , 32, 26, 6, 9
2015/1/29, 54, , 28, 29, 7, 14
2015/1/30, 68, , 29, 27, 7, 11
2015/1/31, 68, , 29, 17, 3, 6
2015/2/1, 44, , 26, 16, 5, 8
2015/2/2, 45, , 27, 18, 4, 7
2015/2/3, 38, , 21, 15, 3, 6
2015/2/4, 30, , 24, 19, 5, 7
2015/2/5, 42, , 34, 17, 5, 5
2015/2/6, 34, , 33, 28, 8, 11
2015/2/7, 61, , 23, 35, 5, 41
2015/2/8, 56, , 24, 20, 2, 18
2015/2/9, 35, , 15, 16, 2, 5
2015/2/10, 28, , 32, 19, 3, 5
2015/2/11, 43, , 25, 26, 7, 6
2015/2/12, 58, , 37, 23, 5, 6
2015/2/13, 54, , 31, 19, 4, 6
2015/2/14, 44, , 29, 22, 5, 7
2015/2/15, 53, , 38, 20, 4, 4
2015/2/16, 40, , 45, 20, 4, 3
2015/2/17, 48, , 54, 16, 3, 2
2015/2/18, 43, , 38, 21, 3, 5
2015/2/19, 54, , 12, 25, 2, 6
2015/2/20, 46, , 33, 24, 4, 5
2015/2/21, 50, , 38, 26, 4, 6
2015/2/22, 52, , 65, 21, 4, 5
2015/2/23, 50, , 43, 32, 6, 6
2015/2/24, 59, , 45, 33, 6, 7
2015/2/25, 71, , 50, 32, 7, 6
2015/2/26, 71, , 56, 28, 5, 6
2015/2/27, 68, , 41, 32, 6, 7
2015/2/28, 66, , 33, 35, 7, 9
2015/3/1, 65, , 43, 22, 6, 6
2015/3/2, 55, , 25, 30, 10, 6
2015/3/3, 60, , 36, 31, 5, 7
2015/3/4, 66, , 42, 23, 3, 6
2015/3/5, 48, , 41, 25, 2, 6
2015/3/6, 55, , 40, 35, 7, 10
2015/3/7, 68, , 29, 27, 6, 7
2015/3/8, 48, , 30, 17, 3, 5
2015/3/9, 33, , 27, 15, 3, 6
2015/3/10, 35, , 27, 17, 4, 7
2015/3/11, 36, , 29, 17, 3, 4
2015/3/12, 30, , 30, 27, 7, 8
2015/3/13, 60, , 23, 28, 5, 9
2015/3/14, 56, , 28, 23, 5, 7
2015/3/15, 52, , 33, 19, 3, 6
2015/3/16, 42, , 28, 24, 5, 8
2015/3/17, 53, , 11, 28, 4, 9
2015/3/18, 47, , 13, 31, 4, 9
2015/3/19, 48, , 17, 31, 7, 9
2015/3/20, 62, , 17, 31, 3, 9
2015/3/21, 46, , 27, 22, 4, 8
2015/3/22, 42, , , 27, 7, 6
2015/3/23, 56, , , , 5, 9
2014/11/2, 60, , 44, 25, 8, 6
2014/11/3, 63, , 39, 21, 8, 6
2014/11/4, 61, , 30, 28, 6, 8
2014/11/5, 62, , 43, 37, 6, 9
2014/11/6, 73, , 44, 34, 5, 8
2014/11/7, 74, , 39, 33, 7, 8
2014/11/8, 78, , 41, 34, 12, 7
2014/11/9, 70, , 47, 29, 6, 6
2014/11/10, 66, , 32, 34, 4, 8
2014/11/11, 56, , 23, 38, 6, 8
2014/11/12, 50, , 17, 31, 4, 7
2014/11/13, 49, , 27, 22, 3, 6
2014/11/14, 51, , 21, 28, 5, 9
2014/11/15, 58, , 36, 32, 2, 10
2014/11/16, 55, , 35, 28, 3, 8
2014/11/17, 60, , 34, 25, 3, 8
2014/11/18, 58, , 37, 26, 5, 7
2014/11/19, 62, , 29, 27, 4, 8
2014/11/20, 59, , 28, 32, 5, 10
2014/11/21, 67, , 15, 37, 15, 10
2014/11/22, 70, , 23, 26, 10, 8
2014/11/23, 53, , 32, 24, 13, 8
2014/11/24, 56, , 30, 33, 8, 11
2014/11/25, 74, , 14, 38, 7, 10
2014/11/26, 79, , 27, 26, 3, 7
2014/11/27, 53, , 31, 31, 7, 9
2014/11/28, 64, , 36, 27, 7, 9
2014/11/29, 54, , 31, 22, 4, 7
2014/11/30, 42, , 33, 21, 5, 8
2014/12/1, 47, , , , , 
2016/8/5, , 41, 38, 19, 3, 7
2016/8/22, , 36, 47, 15, , 5
2016/9/8, , 27, , , , 
2016/9/9, , 30, , , , 
2016/9/10, , 24, , , , 
2016/9/11, , 22, , , , 
2016/9/12, , 32, , , , 
2016/9/13, , 25, , , , 
2016/9/14, , 26, , , , 
2016/9/15, , 24, , , , 
2016/9/16, , 28, , , , 
2016/9/17, , 27, , , , 
2016/9/18, , 24, , , , 
2016/9/19, , 30, , , , 
2016/5/9, , 24, 26, 34, 8, 12
2015/11/10, , 29, 39, 33, 9, 9
2020/7/5, , , 37, , 2, 
2020/7/6, , , 36, , 4, 
2020/5/22, , , 32, , 2, 7
2020/2/12, , , 40, , 5, 9
2020/1/1, , , 20, , 2, 6
2019/10/22, , , 14, , 2, 7
2019/11/11, , , 16, , 3, 7
2019/12/2, , , 17, , 5, 8
2019/9/23, , , 31, , 4, 5
2019/4/8, , , 20, , 12, 8
2019/4/18, , , 26, , 4, 9
2019/5/6, , , 20, , 4, 6
2019/6/26, , , 30, , 4, 7
2019/6/27, , , 25, , 5, 3
2019/6/28, , , 23, , 1, 2
2019/1/1, , , 28, , 5, 3
2018/11/12, , , 19, , 9, 9
2018/11/19, , , 8, , 8, 13
2018/12/23, , , , , 5, 9
2018/9/10, , , 29, , 4, 7
2018/9/25, , , 37, , 4, 6
2016/1/7, , , 5, 26, 3, 2
2015/4/1, , , 34, 32, 7, 11
2015/5/4, , , 36, 37, 7, 13
2015/1/1, , , 38, 25, 14, 10
2014/11/1, , , 54, 32, 7, 8
2016/10/8, , , , , , 10
2016/10/24, , , , , 2, 8
2015/3/24, , , , , 10, 9
2015/3/25, , , , , 3, 9
2015/3/26, , , , , 10, 10
2015/3/27, , , , , 4, 10
2015/3/28, , , , , 4, 10
2015/3/29, , , , , 4, 9
2015/3/30, , , , , 10, 11
2015/3/31, , , , , 10, 9
